ident,type,name,iso_country,iata_code,icao_code
AYUM,small_airport,Aumo Airport,PG,AUV,AYUM
AYUP,small_airport,Gulgubip Airport,PG,GLP,AYUP
AYUR,small_airport,Upiara Airport,PG,UPR,AYUR
AYUY,small_airport,Kuyol Airport,PG,KUX,AYUY
AYUZ,small_airport,Uvol Airport,PG,UVO,AYUZ
AYVL,small_airport,Talasea Airport,PG,TLW,AYVL
AYVM,small_airport,Torembi Airport,PG,TCJ,AYVM
AYVN,medium_airport,Vanimo Airport,PG,VAI,AYVN
AYVO,small_airport,Tonu Airport,PG,TON,AYVO
AYVW,small_airport,Wuvulu Island Airport,PG,WUV,AYVW
AYWB,small_airport,Wabo Airport,PG,WAO,AYWB
AYWC,small_airport,Wantoat Airport,PG,WTT,AYWC
AYWD,medium_airport,Wapenamanda Airport,PG,WBM,AYWD
AYWF,small_airport,Wawoi Falls Airport,PG,WAJ,AYWF
AYWG,small_airport,Wanigela Airport,PG,AGL,AYWG
AYWH,small_airport,Wanuma Airport,PG,WNU,AYWH
AYWJ,small_airport,Wapolu Airport,PG,WBC,AYWJ
AYWK,medium_airport,Wewak International Airport,PG,WWK,AYWK
AYWO,small_airport,Wonenara Airport,PG,WOA,AYWO
AYWQ,small_airport,Wakunai Airport,PG,WKN,AYWQ
AYWS,small_airport,Wasu Airport,PG,WSU,AYWS
AYWT,small_airport,Woitape Airport,PG,WTP,AYWT
AYWU,small_airport,Wau Airport,PG,WUG,AYWU
AYWV,small_airport,Warasai Airstrip,PG,,AYWV
AYXE,small_airport,Yeva Airport,PG,YVD,AYXE
AYXI,small_airport,Sim Airport,PG,SMJ,AYXI
AYXO,small_airport,Tol Airport,PG,TLO,AYXO
AYXP,small_airport,Wipim Airport,PG,WPM,AYXP
AYXW,small_airport,Weam Airport,PG,WEP,AYXW
AYY,seaplane_base,Arugam Bay SPB,LK,AYY,
AYYE,small_airport,Yalumet Airport,PG,KYX,AYYE
AYYK,small_airport,Yenkis(Yankisa) Airport,PG,YEQ,AYYK
AYYL,small_airport,Tinboli Airport,PG,TCK,AYYL
AYYM,small_airport,Munbil Airport,PG,LNF,AYYM
AYYO,small_airport,Oram Airport,PG,RAX,AYYO
AYYP,small_airport,Yapsiei Airport,PG,KPE,AYYP
AYYR,small_airport,Yasuru Airport,PG,KSX,AYYR
AYZA,small_airport,Zenag Airport,PG,ZEN,AYZA
AYZI,small_airport,Silur Airport,PG,SWR,AYZI
AYZM,small_airport,Wasum Airport,PG,WUM,
AYZN,small_airport,Sissano Airport,PG,SIZ,AYZN
AYZS,small_airport,Ossima Airport,PG,OSG,AYZS
AZ-0001,medium_airport,Zabrat Airport,AZ,ZXT,UBTT
AZ-0002,small_airport,Khachmaz Airport,AZ,,UBBH
AZ-0003,small_airport,Shaki Airport,AZ,,UBEI
AZ-0004,small_airport,Naftalan Airport,AZ,,UBEN
AZ-0010,small_airport,Agjabedi Airport,AZ,,UBEY
AZ-0014,small_airport,Güzdək Military Airport,AZ,,UBLL
AZ-0017,small_airport,Hajigabul Kazı Magomed Airport,AZ,,UBBM
AZ-0022,heliport,Pirallahı Heliport,AZ,,UBBP
AZ-0023,heliport,Çilov Heliport,AZ,,UBBC
AZ15,heliport,Lava Falls Heliport,US,HAE,
AZB,small_airport,Amazon Bay Airport,PG,AZB,
BA-0001,small_airport,Ciljuge Sport Airfield,BA,,LQCG
BA-0002,small_airport,Banja Luka Zalužani Airfield,BA,,LQBZ
BAJ,small_airport,Bali Airport,PG,BAJ,
BCW,medium_airport,Benguera Island Airport,MZ,BCW,
BCZ,small_airport,Milyakburra Airport,AU,BCZ,
BE-0052,small_airport,Elsenborn Air Base,BE,,EBLB
BG-0013,small_airport,Dve Mogili Airfield,BG,,LBDM
BG-0025,small_airport,Belchinski Bani Airstrip,BG,,LBBB
BG-0028,small_airport,Blagoevo Airfield,BG,,LBBL
BG-0031,small_airport,Draganovtsi Airfield,BG,,LBDR
BG-0032,small_airport,Breznik Airfield,BG,,LBBR
BG-JAM,medium_airport,Bezmer Air Base,BG,JAM,
BGAA,medium_airport,Aasiaat Airport,GL,JEG,BGAA
BGAG,heliport,Aappilattoq Heliport,GL,AOQ,
BGAM,heliport,Tasiilaq Heliport,GL,AGM,
BGAP,heliport,Alluitsup Paa Heliport,GL,LLU,
BGAQ,heliport,Aappilattoq Heliport,GL,QUV,
BGAR,heliport,Arsuk Heliport,GL,JRK,
BGAS,heliport,Ammassivik Heliport,GL,QUW,
BGAT,heliport,Attu Heliport,GL,QGQ,
BGBW,heliport,Narsarsuaq Airport,GL,UAK,BGBW
BGCH,heliport,Qasigiannguit Heliport,GL,JCH,BGCH
BGCO,medium_airport,Neerlerit Inaat Airport,GL,CNP,BGCO
BGET,heliport,Eqalugaarsuit Heliport,GL,QFG,
BGFD,heliport,Narsarmijit Heliport,GL,QFN,
BGGD,heliport,Kangilinnguit Heliport,GL,JGR,
BGGH,large_airport,Nuuk International Airport,GL,GOH,BGGH
BGGN,heliport,Qeqertarsuaq Heliport,GL,JGO,
BGIA,heliport,Ikerasak Heliport,GL,IKE,
BGIG,heliport,Iginniarfik Heliport,GL,QFI,BGIG
BGIK,heliport,Ikerassaarsuk Heliport,GL,QRY,
BGIL,heliport,Ilimanaq Heliport,GL,XIQ,
BGIN,heliport,Innarsuit Heliport,GL,IUI,
BGIS,heliport,Isortoq Heliport,GL,IOQ,
BGIT,heliport,Ikamiut Heliport,GL,QJI,
BGJN,medium_airport,Ilulissat Airport,GL,JAV,BGJN
BGKA,heliport,Kangaatsiaq Heliport,GL,QPW,
BGKK,medium_airport,Kulusuk Airport,GL,KUS,BGKK
BGKM,heliport,Kuummiut Heliport,GL,KUZ,
BGKQ,heliport,Kullorsuaq Heliport,GL,KHQ,
BGKS,heliport,Kangersuatsiaq Heliport,GL,KGQ,
BGKT,heliport,Kitsissuarsuit Heliport,GL,QJE,
BGLL,heliport,Illorsuit Heliport,GL,IOT,
BGMQ,small_airport,Maniitsoq Airport,GL,JSU,BGMQ
BGNN,heliport,Nanortalik Heliport,GL,JNN,
BGNQ,heliport,Nuugaatsiaq Heliport,GL,JUU,
BGNS,heliport,Narsaq Heliport,GL,JNS,
BGNT,heliport,Niaqornat Heliport,GL,NIQ,
BGNU,heliport,Nuussuaq Heliport,GL,NSQ,
BGPT,small_airport,Paamiut Airport,GL,JFR,BGPT
BGQE,heliport,Qeqertaq Heliport,GL,PQT,
BGQQ,medium_airport,Qaanaaq Airport,GL,NAQ,BGQQ
BGQT,heliport,Qassimiut Heliport,GL,QJH,
BGSC,heliport,Ittoqqortoormiit Heliport,GL,OBY,
BGSF,medium_airport,Kangerlussuaq International Airport,GL,SFJ,BGSF
BGSG,heliport,Sermiligaaq Heliport,GL,SGG,BGSG
BGSI,heliport,Siorapaluk Heliport,GL,SRK,BGSI
BGSO,heliport,Saarloq Heliport,GL,QOQ,BGSO
BGSQ,heliport,Saqqaq Heliport,GL,,BGSQ
BGSS,medium_airport,Sisimiut Airport,GL,JHS,BGSS
BGST,heliport,Saattut Heliport,GL,SAE,BGST
BGSV,heliport,Savissivik Heliport,GL,SVR,BGSV
BGTA,heliport,Tasiusaq Heliport,GL,TQA,BGTA
BGTL,medium_airport,Pituffik Space Base,GL,THU,BGTL
BGTN,heliport,Tiniteqilaaq Heliport,GL,TQI,BGTN
BGTQ,heliport,Tasiusaq Heliport,GL,XEQ,BGTQ
BGUK,small_airport,Upernavik Airport,GL,JUV,BGUK
BGUM,heliport,Uummannaq Heliport,GL,UMD,BGUM
BGUQ,small_airport,Qaarsut Airport,GL,JQA,BGUQ
BGUT,heliport,Ukkusissat Heliport,GL,JUK,BGUT
BHL,small_airport,Bahía de los Ángeles Airport,MX,BHL,
BHT,small_airport,Brighton Downs Airport,AU,BHT,
BIAR,large_airport,Akureyri International Airport,IS,AEY,BIAR
BIBA,small_airport,Bakki Airport,IS,,BIBA
BIBD,medium_airport,Bildudalur Airport,IS,BIU,BIBD
BIBF,small_airport,Borgarfjörður eystri Airport,IS,BGJ,BIBF
BIBL,small_airport,Blönduós Airport,IS,BLO,BIBL
BIBR,small_airport,Búðardalur Airport,IS,,BIBR
BIBV,small_airport,Breiðdalsvík Airport,IS,BXV,BIBV
BIDV,small_airport,Djúpivogur Airport,IS,DJU,BIDV
BIEG,medium_airport,Egilsstaðir Airport,IS,EGS,BIEG
BIFL,small_airport,Flúðir Airport,IS,,BIFL
BIFM,small_airport,Fagurhólsmýri Airport,IS,FAG,BIFM
BIGF,small_airport,Grundarfjörður Airport,IS,GUU,BIGF
BIGJ,small_airport,Gjögur Airport,IS,GJR,BIGJ
BIGR,medium_airport,Grímsey Airport,IS,GRY,BIGR
BIGS,small_airport,Grímsstaðir Airport,IS,,BIGS
BIHE,small_airport,Herðubreiðarlindir Airport,IS,,BIHE
BIHI,small_airport,Hveravellir Airport,IS,,BIHI
BIHK,small_airport,Hólmavík Airport,IS,HVK,BIHK
BIHL,small_airport,Hella Airport,IS,,BIHL
BIHN,medium_airport,Hornafjörður Airport,IS,HFN,BIHN
BIHU,medium_airport,Húsavík Airport,IS,HZK,BIHU
BIHZ,small_airport,Húsafell Airport,IS,,BIHZ
BIIS,medium_airport,Ísafjörður Airport,IS,IFJ,BIIS
BIKA,small_airport,Kaldármelar Airport,IS,,BIKA
BIKE,small_airport,Kerlingafjöll Airport,IS,,BIKE
BIKF,large_airport,Keflavik International Airport,IS,KEF,BIKF
BIKL,small_airport,Kirkjubæjarklaustur Airport,IS,,BIKL
BIKP,small_airport,Kópasker Airport,IS,OPA,BIKP
BIKR,small_airport,Sauðárkrókur Airport,IS,SAK,BIKR
BIMK,small_airport,Múlakot Airport,IS,,BIMK
BIMM,small_airport,Melgerðismelar Airport,IS,,BIMM
BIMS,small_airport,Tungubakkar Airport,IS,,BIMS
BIND,small_airport,Nýjidalur Airport,IS,,BIND
BINF,small_airport,Norðfjörður Airport,IS,NOR,BINF
BIRE,small_airport,Reykhólar Airport,IS,RHA,BIRE
BIRF,small_airport,Rif Airport,IS,OLI,BIRF
BIRG,small_airport,Raufarhöfn Airport,IS,RFN,BIRG
BIRK,medium_airport,Reykjavík Domestic Airport,IS,RKV,BIRK
BIRL,medium_airport,Mývatn Airport,IS,MVA,BIRL
BIRS,small_airport,Reykjanes Airport,IS,,BIRS
BISF,small_airport,Selfoss Airport,IS,,BISF
BISI,medium_airport,Siglufjörður Airport,IS,SIJ,BISI
BISK,small_airport,Skógasandur Airport,IS,,BISK
BISR,small_airport,Stórikroppur Airport,IS,,BISR
BISS,small_airport,Sandskeið Airport,IS,,BISS
BIST,small_airport,Stykkishólmur Airport,IS,SYK,BIST
BISV,small_airport,Skálavatn Airport,IS,,BISV
BITE,small_airport,Þingeyri Airport,IS,TEY,BITE
BITM,small_airport,Þórsmörk Airport,IS,,BITM
BITN,small_airport,Þórshöfn Airport,IS,THO,BITN
BIVI,small_airport,Vík Airport,IS,,BIVI
BIVM,medium_airport,Vestmannaeyjar Airport,IS,VEY,BIVM
BIVO,medium_airport,Vopnafjörður Airport,IS,VPN,BIVO
BJE,small_airport,Baleela Airport,SD,BJE,
BJQ,small_airport,Bahja Airport,OM,BJQ,
BJT,seaplane_base,Bentota River Waterdrome,LK,BJT,
BKPR,large_airport,Priština Adem Jashari International Airport,XK,PRN,BKPR
BMQ,small_airport,Bamburi Airport,KE,BMQ,
BNF,seaplane_base,Baranof Warm Springs Float and Seaplane Base,US,BNF,
BNV,small_airport,Boana Airport,PG,BNV,
BO-0018,small_airport,Carol Marghata Airport,BO,,SLCH
BO-BVL,small_airport,Baures Airport,BO,BVL,
BOV,small_airport,Boang Airport,PG,BOV,
BQV,seaplane_base,Bartlett Cove Seaplane Base,US,BQV,
BR-0263,small_airport,Pedro Vieira Moreira Airport,BR,CJZ,
BR-0569,medium_airport,Glauber de Andrade Rocha Airport,BR,VDC,SBVC
BR-0741,small_airport,Embaixador Airport,BR,,SSOM
BR-1948,small_airport,Santana do Araguaia Airport,BR,CMP,
BR-2149,small_airport,Arraias Airport,BR,AAI,
BR-2152,small_airport,Tertuliano Guedes de Pinho Airport,BR,ITN,
BR-2171,small_airport,Leopoldina Airport,BR,LEP,
BR-2235,small_airport,Cururupu Airport,BR,CPU,
BR-2236,small_airport,Santa Vitória do Palmar Airport,BR,CTQ,
BR-2757,small_airport,Alto Parnaíba Airport,BR,APY,
BR-3086,small_airport,Juruena Airport,BR,JRN,
BR-3150,small_airport,Vila Bela da Santíssima Trindade Airport,BR,MTG,
BR-ALT,small_airport,Alenquer Municipal Airport,BR,ALT,
BS-0003,small_airport,Cape Santa Maria Airstrip,BS,,MYLM
BS-NSB,seaplane_base,Bimini North Seaplane Base,BS,NSB,
BSV,small_airport,Besakoa Airport,MG,BSV,
BTZ,medium_airport,Betong International Airport,TH,BTZ,VTSY
BW-0036,small_airport,Matsieng Aerodrome,BW,,FBMA
BW-0054,small_airport,Xudum Airport,BW,,FBXX
BW-0063,small_airport,Makalamabedi Airport,BW,,FBMM
BW-HUK,small_airport,Hukuntsi Airport,BW,HUK,
BWJ,small_airport,Bawan Airport,PG,BWJ,
BXL,seaplane_base,Blue Lagoon Seaplane Base,FJ,BXL,
BY-0001,medium_airport,Orsha Airport - Balbasovo Air Base,BY,TXC,
BYA,small_airport,Boundary Airport,US,BYA,
BYL,small_airport,Bella Yella Airport,LR,BYL,
BYV,seaplane_base,Beira Lake Seaplane Base,LK,BYV,
BZ-BCV,small_airport,Hector Silva Airstrip,BZ,BCV,
BZ-BGK,small_airport,Big Creek Airport,BZ,BGK,
BZ-CUK,medium_airport,Caye Caulker Airport,BZ,CUK,
BZ-CYC,medium_airport,Caye Chapel Airport,BZ,CYC,
BZ-CZH,medium_airport,Corozal Airport,BZ,CZH,
BZ-DGA,medium_airport,Dangriga Airport,BZ,DGA,
BZ-INB,small_airport,Independence Airport,BZ,INB,
BZ-MDB,small_airport,Melinda Airport,BZ,MDB,
BZ-ORZ,small_airport,H.E Alfredo Martinez (Tower Hill) Airstrip,BZ,ORZ,
BZ-PND,small_airport,Punta Gorda Airport,BZ,PND,
BZ-SJX,medium_airport,Sartaneja Airport,BZ,SJX,
BZ-SPR,medium_airport,John Greif II Airport,BZ,SPR,
BZ-SQS,small_airport,Matthew Spain Airport,BZ,SQS,
BZ-STU,small_airport,Santa Cruz Airport,BZ,STU,
BZ-SVK,small_airport,Silver Creek Airport,BZ,SVK,
BZ-TZA,medium_airport,Sir Barry Bowen Municipal Airport,BZ,TZA,
BZB,medium_airport,Bazaruto Island Airport,MZ,BZB,
BZM,small_airport,Bemolanga Airport,MG,BZM,
CA-0297,small_airport,Primrose Airport,CA,PFM,
CA-0322,small_airport,Saglek Airport,CA,YSV,
CA-0446,small_airport,Stuart Island Airstrip,CA,YRR,
CA-0504,small_airport,Mary River Aerodrome,CA,YMV,
CA-0841,seaplane_base,Hakai Passage Water Aerodrome,CA,YHC,
CA-0923,seaplane_base,Montague Harbour Seaplane Base,CA,YMF,
CA92,small_airport,Paradise Skypark Airport,US,PYS,
CAB3,seaplane_base,Bedwell Harbour Seaplane Base,CA,YBW,
CAB4,seaplane_base,Tofino Harbour Seaplane Base,CA,YTP,
CAB7,heliport,Alpine Heliport,CA,CBA,
CAC8,seaplane_base,Nanaimo Harbour Water Aerodrome,CA,ZNA,
CAD4,small_airport,Trail Regional Airport,CA,YZZ,
CAD5,small_airport,Merritt Airport,CA,YMB,
CAE3,seaplane_base,Campbell River Seaplane Base,CA,YHH,
CAE5,seaplane_base,Whistler/Green Lake Water Aerodrome,CA,YWS,
CAE9,seaplane_base,Bamfield Seaplane Base,CA,YBF,
CAF6,seaplane_base,Big Bay Seaplane Base,CA,YIG,
CAG3,small_airport,Chilko Lake (Tsylos Park Lodge) Airport,CA,CJH,
CAG8,seaplane_base,Pender Harbour Seaplane Base,CA,YPT,
CAH2,seaplane_base,Ocean Falls Seaplane Base,CA,ZOF,
CAH3,small_airport,Courtenay Airpark,CA,YCA,
CAJ3,small_airport,Creston Valley Regional Airport - Art Sutcliffe Field,CA,CFQ,
CAJ4,medium_airport,Anahim Lake Airport,CA,YAA,
CAL3,small_airport,Douglas Lake Airport,CA,DGF,
CAL4,small_airport,Fort MacKay/Albian Aerodrome,CA,JHL,
CAL9,seaplane_base,Tahsis Seaplane Base,CA,ZTS,
CAM3,small_airport,Duncan Airport,CA,DUQ,
CAP3,small_airport,Sechelt-Gibsons Airport,CA,YHS,
CAP7,seaplane_base,Kitkatla Seaplane Base,CA,YKK,
CAQ6,seaplane_base,Queen Charlotte City Seaplane Base,CA,ZQS,
CAQ8,seaplane_base,Powell Lake Seaplane Base,CA,WPL,
CAT4,medium_airport,Qualicum Beach Airport,CA,XQU,
CAT5,small_airport,Port McNeill Airport,CA,YMP,
CAU8,seaplane_base,Rivers Inlet Seaplane Base,CA,YRN,
CAV5,seaplane_base,Sullivan Bay Seaplane Base,CA,YTG,
CAV7,seaplane_base,Mansons Landing Seaplane Base,CA,YMU,
CAW7,seaplane_base,Mayne Island Seaplane Base,CA,YAV,
CAW8,seaplane_base,Bella Bella/Shearwater Seaplane Base,CA,YSX,
CAX6,seaplane_base,Ganges Seaplane Base,CA,YGG,
CAY4,seaplane_base,Hartley Bay Seaplane Base,CA,YTB,
CAZ5,medium_airport,Cache Creek-Ashcroft Regional Airport,CA,YZA,
CBBC,medium_airport,Bella Bella (Campbell Island) Airport,CA,ZEL,CBBC
CBC,small_airport,Cherrabun Airport,AU,CBC,
CBS8,small_airport,Alberni Valley Regional Airport,CA,YPB,
CBW4,small_airport,Bob Quinn Lake Airport,CA,YBO,
CBX5,small_airport,Tungsten (Cantung) Airport,CA,TNS,
CBX7,small_airport,Tumbler Ridge Airport,CA,TUX,
CCA6,small_airport,Williams Harbour Airport,CA,YWM,
CCD4,small_airport,Postville Airport,CA,YSO,
CCE4,small_airport,Black Tickle Airport,CA,YBI,
CCH4,small_airport,Charlottetown Airport,CA,YHG,
CCK4,small_airport,St. Lewis (Fox Harbour) Airport,CA,YFX,
CCP4,small_airport,Port Hope Simpson Airport,CA,YHA,
CCZ2,small_airport,Rigolet Airport,CA,YRG,
CD-0001,small_airport,Wageni Airport,CD,,FZNS
CD-0037,small_airport,Kasongo-Lunda Airport,CD,KGN,
CDK2,small_airport,Diavik Airport,CA,DVK,
CDL7,small_airport,Doris Lake,CA,JOJ,
CEB5,small_airport,Fairview Airport,CA,ZFW,
CEC4,small_airport,Jasper-Hinton Airport,CA,YJP,
CEM3,small_airport,Whatì Airport,CA,YLE,
CER3,small_airport,Drayton Valley Industrial Airport,CA,YDC,
CER4,small_airport,Fort McMurray / Mildred Lake Airport,CA,NML,
CET2,small_airport,Conklin (Leismer) Airport,CA,CFM,
CF-0012,small_airport,Kavadja Airport,CF,KWD,
CFA7,small_airport,Taltheilei Narrows Airport,CA,GSL,
CFC4,small_airport,Macmillan Pass Airport,CA,XMP,
CFF4,small_airport,Great Bear Lake Airport,CA,DAS,
CFG6,small_airport,Fort Mackay / Firebag,CA,YFI,
CFM4,small_airport,Donnelly Airport,CA,YOE,
CFQ4,small_airport,Cheadle Airport,CA,TIL,
CG-OKG,small_airport,Okoyo Airport,CG,OKG,
CGA,seaplane_base,Craig Seaplane Base,US,CGA,
CGG,small_airport,Casiguran Airport,PH,CGG,
CGK2,small_airport,Gahcho Kue,CA,GHK,
CH-0002,small_airport,Croix de Coeur Altiport,CH,,LSYQ
CH-0004,small_airport,Altiport du Glacier de Tsanfleuron,CH,,LSYZ
CHP,small_airport,Circle Hot Springs Airport,US,CHP,
CJC8,small_airport,Laurie River Airport,CA,LRQ,
CJL2,small_airport,Hatchet Lake Airport,CA,YDJ,
CJL8,small_airport,Kasba Lake Airport,CA,YDU,
CJN8,seaplane_base,Fort Reliance Seaplane Base,CA,YFL,
CJS3,small_airport,Cluff Lake Airport,CA,XCL,
CJT3,small_airport,Knee Lake Airport,CA,YKE,
CJV7,small_airport,Summer Beaver Airport,CA,SUR,
CJX,small_airport,Crooked Creek Airport,US,CKD,
CJY3,small_airport,Tisdale Airport,CA,YTT,
CKB6,small_airport,Wapekeka Airport,CA,YAX,
CKL3,small_airport,Wunnumin Lake Airport,CA,WNN,
CKM8,small_airport,Opapimiskan Lake Airport,CA,YBS,
CKQ3,small_airport,North Spirit Lake Airport,CA,YNO,
CKR,small_airport,Crane Island Airstrip,US,CKR,
CKU,small_airport,Cordova Municipal Airport,US,CKU,
CKV4,small_airport,North of Sixty Airport,CA,YDW,
CKX,small_airport,Chicken Airport,US,CKX,
CL-0038,heliport,Alto Hospicio Hospital Helistop.,CL,,SHTO
CL-0040,heliport,Gustavo Fricke Hospital Helistop,CL,,SHGF
CL-0041,heliport,Reitz Building Two Helistop,CL,,SHRZ
CL-0042,heliport,Santa Laura Heliport,CL,,SHOL
CL-0043,heliport,Quillota-Petorca Biprovincial Hospital Helistop,CL,,SHBI
CMT,small_airport,New Cametá Airport,BR,CMT,
CMZ,small_airport,Caia Airport,MZ,CMZ,
CN-0051,small_airport,Zigong Fengming Airport,CN,ZKL,
CN-0062,medium_airport,Bazhong Enyang Airport,CN,BZX,ZUBZ
CN-0073,small_airport,Shangluo Airport,CN,DFA,
CN-0079,medium_airport,Shaoguan Danxia Airport,CN,HSC,ZGSG
CN-0081,medium_airport,Jinggangshan Airport,CN,JGS,ZSGS
CN-0117,medium_airport,Hainanzhou Gonghe Airport,CN,HNG,ZLHN
CN-0154,medium_airport,Jiaxing Nanhu Airport,CN,JNH,ZSJX
CN-0157,small_airport,Morin Dawa Banner Airport,CN,DWS,
CN-0177,small_airport,Shijiazhuang Luancheng Airport,CN,LCT,
CN-0178,medium_airport,Wuhan Hannan Municipal Airport,CN,WHN,
CN-0188,medium_airport,Beijing Nanjiao Airport,CN,,ZBNJ
CN-0193,small_airport,Harbin Pingfang Airport,CN,PFA,
CN-0217,small_airport,Penglai Shahekou Airport,CN,PNJ,
CN-0218,small_airport,Binzhou Dagao General Aviation Airport,CN,CBZ,
CN-0236,medium_airport,Shigatse Tingri Airport,CN,DDR,ZUDR
CN-0237,medium_airport,Tashikuergan Hongqilafu Airport,CN,HQL,ZWTK
CN-0238,small_airport,Dongyang Hengdian General Airport,CN,HEW,
CN-0253,medium_airport,Jiande Qiandaohu General Airport,CN,JDE,
CN-0268,small_airport,Zhaodong Beidahuang General Airport,CN,HLJ,
CN-0300,small_airport,Taiyuan Yaocheng Airport,CN,TYC,
CN-0329,small_airport,Wuerhe Airport,CN,WRH,
CN-0347,small_airport,Ganzhou Ruijin Airport,CN,JRJ,ZSRJ
CN-0354,medium_airport,Ali Pulan Airport,CN,APJ,ZUPL
CN-0359,small_airport,Zhaosu Tianma Airport,CN,ZFL,ZWZS
CN-0361,small_airport,Dengkou General Aviation Airport,CN,,ZBMV
CN-0362,small_airport,Yinchuan Yueyahu Airport,CN,YEH,
CN-0384,small_airport,Longchuan Guangsong Airport,CN,LCS,
CN-0385,small_airport,Lanping Fenghua General Airport,CN,LFH,
CN-0412,seaplane_base,Zhongshan Ferry Port,CN,ZGN,
CN-0413,small_airport,Bozhou Airport (under construction),CN,BZJ,ZSBO
CN-0414,small_airport,Bailing Airport,CN,BKV,
CN-0415,small_airport,Hejing Bayinbuluke Airport,CN,HJB,ZWHJ
CN-0416,small_airport,Otog Front Banner Oljoq Airport,CN,OTQ,
CN-0417,small_airport,Qitai Jiangbulake Airport,CN,JBK,ZWQT
CN-0421,medium_airport,Zhaotong Zhaoyang Airport （Not fully opened),CN,ZAT,ZPZT
CN-0422,small_airport,Lishui Airport,CN,LIJ,ZSLI
CN-0423,small_airport,Nanchang Yaohu Airport,CN,YHJ,
CN-0427,small_airport,Otog Banner Wulan Airport,CN,OTO,
CN-0445,small_airport,Beijing Nanyuan Airport,CN,NAY,ZBNY
CN-0476,medium_airport,Bengbu Tenghu Airport,CN,BFY,ZSBA
CN-0481,medium_airport,Beijing Xijiao Airport,CN,,ZBXJ
CNE3,small_airport,Bearskin Lake Airport,CA,XBE,
CNH2,small_airport,Natuashish Airport,CA,YNP,
CNJ8,seaplane_base,White River Seaplane Base,CA,YWR,
CNK4,small_airport,Parry Sound Area Municipal Airport,CA,YPD,
CNL3,small_airport,Brockville - Thousand Islands Regional Tackaberry Airport,CA,XBR,
CNM5,small_airport,Kingfisher Lake Airport,CA,KIF,
CO-LCR,small_airport,Virgilio Barco Vargas (La Chorrera) Airport,CO,LCR,
CPF2,small_airport,Bar River Airport,CA,YEB,
CPI,small_airport,Cape Orford Airport,PG,CPI,
CPS9,seaplane_base,Parry Sound/Frying Pan Island-Sans Souci Seaplane Base,CA,YSI,
CPV8,small_airport,Keewaywin Airport,CA,KEW,
CR-0006,small_airport,Cóbano Airport,CR,ACO,
CRL4,small_airport,Kirby Lake Airport,CA,KFM,
CSB2,small_airport,Sable Island Airport.,CA,YSA,
CSH4,small_airport,Lebel-sur-Quevillon Airport,CA,YLS,
CSK6,small_airport,Snap Lake Airport,CA,YNX,
CSR8,small_airport,La Sarre Airport,CA,SSQ,
CSU2,small_airport,Chisasibi Airport,CA,YKU,
CTB6,small_airport,Tête-à-la-Baleine Airport,CA,ZTB,
CTK6,small_airport,Kégashka Airport,CA,ZKG,
CTM3,seaplane_base,Chute-Des-Passes/Lac Margane Seaplane Base,CA,YWQ,
CTP,small_airport,Carutapera Airport,BR,CTP,
CTP9,small_airport,Donaldson Airport,CA,YAU,
CTT5,small_airport,La Romaine Airport,CA,ZGS,
CTU2,small_airport,Fontanges Airport,CA,YFG,
CTU5,small_airport,La Tabatière Airport,CA,ZLT,
CUJ,small_airport,Culion Airport,PH,CUJ,
CVL,small_airport,Cape Vogel Airport,PG,CVL,
CXC,small_airport,Chitina Airport,US,CXC,
CY-0004,small_airport,Kingsfield Air Base,CY,,LCRE
CY-0032,heliport,UNFICYP Nicosia Airport Heliport,CY,,LCNC
CYAB,small_airport,Arctic Bay Airport,CA,YAB,CYAB
CYAC,small_airport,Cat Lake Airport,CA,YAC,CYAC
CYAD,small_airport,La Grande-3 Airport,CA,YAR,CYAD
CYAG,medium_airport,Fort Frances Municipal Airport,CA,YAG,CYAG
CYAH,medium_airport,La Grande-4 Airport,CA,YAH,CYAH
CYAL,small_airport,Alert Bay Airport,CA,YAL,CYAL
CYAM,medium_airport,Sault Ste Marie Airport,CA,YAM,CYAM
CYAQ,medium_airport,Kasabonika Airport,CA,XKS,CYAQ
CYAS,small_airport,Kangirsuk Airport,CA,YKG,CYAS
CYAT,small_airport,Attawapiskat Airport,CA,YAT,CYAT
CYAU,small_airport,Liverpool South Shore Regional Airport,CA,,CYAU
CYAV,medium_airport,Winnipeg / St. Andrews Airport,CA,,CYAV
CYAW,heliport,CFB Shearwater Heliport,CA,,CYAW
CYAX,medium_airport,Lac du Bonnet Airport,CA,,CYAX
CYAY,medium_airport,St. Anthony Airport,CA,YAY,CYAY
CYAZ,medium_airport,Tofino / Long Beach Airport,CA,YAZ,CYAZ
CYBA,small_airport,Banff Airport,CA,YBA,CYBA
CYBB,small_airport,Kugaaruk Airport,CA,YBB,CYBB
CYBC,medium_airport,Baie-Comeau Airport,CA,YBC,CYBC
CYBD,medium_airport,Bella Coola Airport,CA,QBC,CYBD
CYBE,small_airport,Uranium City Airport,CA,YBE,CYBE
CYBF,medium_airport,Bonnyville Airport,CA,YBY,CYBF
CYBG,medium_airport,Saguenay-Bagotville Airport,CA,YBG,CYBG
CYBK,medium_airport,Baker Lake Airport,CA,YBK,CYBK
CYBL,medium_airport,Campbell River Airport,CA,YBL,CYBL
CYBQ,small_airport,Tadoule Lake Airport,CA,XTL,CYBQ
CYBR,medium_airport,Brandon Municipal Airport,CA,YBR,CYBR
CYBT,small_airport,Brochet Airport,CA,YBT,CYBT
